GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0
0	0.8162601316349556	0.19145881019303665	0.03451951884646783	0.24073291686541842	0.652598806743777	0.9430000047878686	0.8942505250318361	0.42242841990158536	0.574671709873554	0.2854112849490358	0.19151852126873617	0.7877695257881908	0.6499996617854884	0.18198504139464103	0.5415763970918589	0.48385614453691195	0.7838923203591472	0.21111468169560077	0.003138368680874567	0.238534187888246	0.7773519947684723	0.3475627494119953	0.024689068780401478	0.2052383621831781	0.7246615165351955
21	0.24084266404179094	0.9342249567262689	0.23377415099782864	0.517396777885188	0.32072914449067624	0.19978363492842266	0.038192807288766804	0.056689935065284636	0.3305344843320636	0.3963771386814914	0.16967077522526341	0.20610113796808677	0.3151161383814548	0.9159249423329172	0.4414034850669892	0.5968830119908372	0.22447496332816583	0.1773502233327485	0.8639046588659681	0.11668434594126378	0.20903545300219972	0.41318889774501455	0.561286225400936	0.10901999637249124	0.36950866791379455
22	0.052063369043478344	0.9536956124718277	0.9998495905014699	0.9169024254392236	0.12303472353033243	0.014974784641036305	0.02344364421610178	0.4851599853073668	0.18839559756266336	0.7654624956657109	0.9643655865247613	0.051916349239390355	0.19971554727951776	0.9376989664868587	0.2755609952094147	0.38371102416048547	0.09911006355677651	0.9028828870075692	0.9999995	0.8575254096688298	0.08913990841632831	0.6006907859526807	0.9999356814289092	0.9483104019673304	0.11307643464395328
1	0.12137343399399607	0.02210689550682512	0.8693993090525544	0.6657000484424395	0.9581005968755484	0.29418833271756234	0.2476439586123174	0.07995194574689046	0.42437159058755586	0.17131169916320563	0.8723134137033293	0.21575219674843588	0.051427503331582185	0.9845013323835626	0.14594796732964985	0.15185455229581163	0.1359173239543337	0.0017045120872409732	0.2925809336744549	0.4599581646754677	0.08414451619347955	0.9631650147047633	0.07811697082484363	0.6459019668758236	0.4845946147977451
7	0.9986601899212701	0.9999995	0.08023160774755321	0.2799875328103013	0.016281721204806407	0.955672783981588	0.9565719616333095	0.9996297794481878	0.6994712801733428	0.9932609371246096	0.09863433321938964	0.9852415578730479	0.9999569747533797	0.006795275031845724	0.9944348831405122	0.9966295732309653	0.9970672967982146	0.9999995	0.933238098311209	0.6119772073795761	0.9997611594625366	0.014970426381155304	0.9998038028949064	0.3556128002392187	0.6654922667791175
2	0.9863999523200624	0.3253009797959893	0.7756037187082246	0.6852600719591134	0.420598233649251	0.7668522908185278	0.9449600859584881	0.0632790735845633	0.5424980849931115	0.3258010006271907	0.8891495878527254	0.2730100528953553	0.510851945802479	0.3885191629521339	0.9681191083316062	0.10781975645668622	0.345636181224046	0.8105612627656373	0.7730859215910549	0.9889006384451628	0.6952351321420024	0.12084655388591282	0.7684729077583861	0.7983749942665749	0.8028812583325701
16	0.0060236692650036385	0.08086866204025599	0.003698830567903299	0.01051633004788432	0.07908416997860031	0.08224398280077429	0.04246392896317512	0.7668855203610109	0.07480862207251635	0.09327929285171004	0.003570628187176181	0.8176560581695419	0.2162851516566213	0.5793623639561815	0.011796470851630728	0.6080479004324401	0.6084526342164507	0.004035995644098159	0.01764848748415084	0.00988365289965398	0.07333581886836636	0.9924472533233362	0.07303664331512125	0.0027272467896284343	0.08201492209803327
3	0.7514382367665368	0.19172796724730143	0.7432142214627725	0.7875404623879462	0.7380828068719695	0.946857611239094	0.4771237092391601	0.5222102269986795	0.40577696587315243	0.2132137777518787	0.6050993352327229	0.24871213146939644	0.024087394729649273	0.5861015530673563	0.5842908855047786	0.4018482272326948	0.8859891499668583	0.8765225245877698	0.34534338746059245	0.8985146851248907	0.2649809766163763	0.08572443738201661	0.8617770889062235	0.5392008180315183	0.9299820775015908
12	0.11226766340646559	0.9905441827116125	0.1594898266275679	0.11926601307508745	0.1900919669091691	0.017414990249962018	0.5112875428821917	0.43186245742876644	0.8076627069240984	0.9861625337892548	0.3131249417923968	0.9645488467019521	0.9999995	0.3055732191028212	0.34431932475019106	0.7205736605318611	0.0429040597664833	0.025379758269764605	0.8252102110471616	0.0426406455539884	0.9488052209853289	0.9995837615342226	0.049896571334538994	0.44584007181535323	0.022485414820279086
4	0.30882456171782674	0.11217595542445691	0.7561028948112876	0.5343136448333207	0.2727446430473648	0.018836050892072183	0.7623658025024938	0.9523439536250367	0.35494165121633076	0.5712814209567704	0.8315941794805846	0.36093231235120177	0.42236382969049374	0.12749763057730645	0.388280610704197	0.29682865732528946	0.40131537167133374	0.7838815057357637	0.3502478322947928	0.9000392040626064	0.45002461276113936	0.5822781344355316	0.547942079762848	0.9369346135673339	0.07825105743574276
