GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0
0	0.933459844916271	0.4053948060278478	0.19172829170438455	0.9338853520792985	0.9821733322250439	0.7687766205930847	0.1831783453679363	0.0433383730071993	0.8481934190345386	0.6897317423034758
6	0.03090245518208636	0.6346080906977829	0.8039685125443995	0.047820367868451584	0.007808777595101559	0.20257156015659109	0.9288350104615579	0.9935119792893871	0.058016470435635015	0.1845503766953922
1	0.14894912420794038	0.44768392707026233	0.6394112103742902	0.06882607721386756	0.23661188106735676	0.16854371487343156	0.3789913220779576	0.99234102503942	0.36411143439208954	0.019635051489874336
4	0.9965102762690596	0.4889647631425112	0.2157045929847298	0.999795255622249	0.9566513902247128	0.9861832918887208	0.45009389654789855	0.0010135909873852675	0.8193171335836471	0.9999995
2	0.9875065516231077	0.3090032916770742	0.40564388359693165	0.5627982287538082	0.4085218501329038	0.6518417447458754	0.9158798311954791	0.8934239149730218	0.3603716944008658	0.2857275083142245
20	0.04748409372188046	0.3353704960801372	0.01699594801304218	0.48678119973518086	0.3500245842310515	0.021909637696725246	0.03823761082338308	0.022602200579664496	0.3972441425061572	0.6935627607752561
3	0.8800590884478416	0.7512779349074586	0.4642131974134936	0.1821686703907103	0.027230135730569306	0.9960222270362794	0.3553482793155353	0.8122506091959422	5.976362792241598E-4	0.4302974581573697
22	0.10782879444942682	0.0714714043529944	0.1486648488050682	0.2386469898270992	0.9493555719690558	0.03163607779453355	0.6196189667848782	0.05254650075277089	0.14762156123828546	0.732909244777806
5	0.33601084782700497	0.6640148647007204	0.2996098453847101	0.9928319997982493	0.4687152958529827	0.05549344300829088	0.9777912225308831	0.6910769745259469	0.48792267007809687	0.7017149125634842
17	0.9999995	0.4497481717712533	0.10615074122846282	0.9999424034719466	0.9999995	0.9778416538121941	0.02845999997878957	0.002674101786249733	0.9998248677635193	0.9918546659086077
7	0.24121056701398308	0.39049753224502337	0.27619202103596713	0.7738056991640021	0.5161630025718636	0.19907332585940837	0.9942672952429957	0.7062085673964533	0.7285662871770784	0.8495783463217914
10	0.6868654802597972	0.5765389205042534	0.7338600348608273	0.04415044048657042	0.3086873597430317	0.9700227009173438	9.634936308637238E-4	0.0675441615894325	0.05004449616856519	0.02982116276993373
8	0.42001600106078174	0.6232052578308408	0.8418322220775187	0.12836133110202796	0.7040434826004143	0.6731622549798861	0.8583813163253097	0.18456198113649017	0.38176175198596635	0.13063390092279664
19	0.05465237823975992	0.06820105160781498	0.20082695507763537	0.4653808329352591	0.309932211012197	0.29476740862436135	0.17280975046660543	0.08115962980396674	0.040146027849009974	0.9671327770892539
24	0.49397857644648485	0.02136257259023264	0.09898734177882217	0.0783186345928822	0.17011551037498748	0.20681702027247978	0.10826706119959259	0.05218050411989636	0.10487248925696442	0.9851068178165763
9	0.5626425621099223	0.6282224835821603	0.8018187009873055	0.8260562744706306	0.17298419217545263	0.6950517456024342	0.2499471254144402	0.6359661638312739	0.9908953592381923	0.2423263228067495
18	0.28559037248848285	0.18448513122773597	0.12633059091747834	0.12886132379027568	0.8198218831557654	0.12450683262102442	0.688070781093932	0.20386158512544775	0.003601613961902395	0.8714305554993599
11	0.693276350096246	0.9521617133508938	0.935235779097229	0.20290104125739905	0.411471913806118	0.7104535799657723	0.1815972801181814	0.22752242384785168	0.12388730838645698	0.026993240866967496
13	0.006978119057647984	0.02330158139387023	0.126032230149132	0.5887701749464477	0.5335981047988444	0.07257497127552603	0.8777888391430182	0.45217335273937925	0.8522250793564574	0.9431611491691251
12	0.016436833684271075	0.18439118582545005	0.6154393218776818	0.6577690372344632	0.8855311435092096	0.357063371593664	0.9936835366627365	0.5040756646299669	0.7985200283136448	0.8815428519533545
21	0.9999995	0.9999995	0.9957909403725128	0.2602049122057406	0.23341835465745991	0.9988694633083633	0.029492778062143083	0.535587719589101	0.06471754185023147	0.020508530508833705
14	0.24759543084390004	0.9239324067055679	0.45984929018989046	0.3085481090650941	0.9482115079826606	0.6097696198206104	0.33080316575586033	0.3638874459726039	0.11376994725069652	0.11313099436589247
23	0.7724619948761742	0.038642449101646006	0.5104985842511458	0.9172095068756699	0.040150085803114494	0.2451624738573391	0.703194752465931	0.8105164213359756	0.9943491234164561	0.9936961023058478
15	0.11553973557101345	0.9119735695568775	0.1404487912987345	0.9286070578524613	0.2563362026713739	0.16486627559473133	0.1701443005390923	0.962694543951396	0.8479547975133354	0.21338989021432303
16	0.18304606729626924	0.25123746022150095	0.984233098136307	0.39827004293715174	0.9936010854695956	0.6490564871787238	0.6393786806454026	0.22492477130933577	0.06831487612078085	0.9050397109707944
