GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0
0	0.937602316872392	0.8421883871285775	0.04593165932408294	0.016364918847801193	0.7950181686549059	0.006198575796475308	0.49643722352379577	0.559493751098618	0.2526310546622873	0.8489687980565724
24	0.0021750626564859855	0.0820884627570874	0.013147943427699574	0.009151694416162265	0.0014669736685391788	0.0997644825877206	0.0033943893571403575	0.00701005458526122	0.14110679413873917	0.030434427735054
1	0.12788232227225807	0.7871705556640644	0.40744359245868106	0.47922123852680526	0.006782611302359674	0.9720922994088017	0.6902645649537791	0.18158356151201815	0.7769030258251539	0.4756468920502613
7	0.8623515284708622	0.22228091289549018	0.6317956643113728	0.49553973663886586	0.9998252170241169	0.018451841567489063	0.3318946983803546	0.7669893342668245	0.1599913416607459	0.4984957229036332
2	0.9887619485011434	0.3706736403188392	0.9924057265822043	0.6435299582476911	0.9047450108414281	0.49245537698922637	0.6170451615245929	0.9442597999231302	0.3361908755106757	0.15159713938808048
3	0.0023866657741580515	0.6694421048718588	0.0018211230590941643	0.20352265046877518	0.06986977128417876	0.4242371196201868	0.12609049522448904	0.02304872166608825	0.9012877086237402	0.9894013294841406
4	0.9955776487689527	0.17948862153038128	0.9973034882360797	0.8836732477268029	0.8689616211809391	0.4728236016274841	0.7608737540024813	0.9644396984029209	0.126360562945075	0.010739846251317369
9	0.9999995	0.05517274165452165	0.9999995	0.9770741350320508	0.9991047937662295	0.3301816299342032	0.994875248438135	0.9999995	0.01799341509232726	0.0013507448714506905
15	0.9999995	0.10246053264892294	0.9999995	0.9698367348679708	0.9982041823079361	0.6445728063085856	0.9920210055507254	0.999945530667305	0.04180621572572451	0.002991566072969994
10	0.042582551431781905	0.2601727252880867	0.06007621655091559	0.03406923883904542	0.09684381242598464	0.6662892280236882	0.03286466870504767	0.037551634695036834	0.8726678881763513	0.4214530318718739
11	0.05477146656630534	0.6976991439890151	0.0666200990137219	0.15034952852562575	0.09261946699155113	0.18676099281593941	0.12668988109049303	0.049829418431458196	0.31166809097802506	0.501789258854903
5	0.7534694946573985	0.6172900564956938	0.7217564056560658	0.7411070227570925	0.6195084228519877	0.658248333779047	0.40049679160569474	0.6102358489532231	3.348752465838792E-4	0.33026636992267255
6	0.23829226694645383	0.45413218898748187	0.16964124593238458	0.22809731495512678	0.4507625779781059	0.2965204801061746	0.6014093915597803	0.37223106132935063	0.9999995	0.9075228100339197
18	0.19724529557469794	0.3153610124093923	0.1657448178413098	0.17424445218176432	0.34742572616272277	0.30163132552956246	0.4628357135828591	0.300833662835624	0.9999995	0.9215592651769762
8	0.2891208685129193	0.8428135212378648	0.33347811192210497	0.7271220771429971	0.25179876741527835	0.1010797971629776	0.7812046355302268	0.6156295340850408	0.4785179342996751	0.5839853157033106
22	0.21174000868150086	0.06116584508729902	0.957742116802988	0.04707923249442951	0.489627967472237	0.6111000160133725	0.17842324211125943	0.319328995437277	0.18302019156148158	0.18115947302048688
20	0.10117066842223765	0.9668680505494682	0.04040297376211123	0.99661728768634	0.2240964760050167	0.3664802508595594	0.949165207468468	0.027248155024025177	0.08990618756263448	0.724384946100189
12	0.33300701804108684	0.8164597500175874	0.5422483213820829	0.2729537083972599	0.6294699530502055	0.7327373812675257	0.12528132074787943	0.5322489014106401	0.989709883651097	0.5419183349260708
14	0.8429308243729938	0.06639737181392187	0.23879390252687455	0.7752765283970123	0.19942810559036178	0.06343171755555918	0.9905875670073865	0.18723241474398797	0.0017192748920440138	0.3707973920272462
13	0.4298053756350873	0.7693223729911034	0.348243197744083	0.8311875557862152	0.5101564583038073	0.7263503829237377	0.613777560730999	0.1508260808486882	0.6525287213092154	0.7788459582667849
19	0.6911354630224261	0.09380922952766334	0.8522278300975045	0.09802963387142101	0.5134070291175247	0.23484295086656523	0.2506121796629637	0.9979843020191795	0.6128581835867171	0.095098111821868
16	0.698623557217023	0.7498363380037948	0.35300503330522787	0.23932565699067154	0.8284273116469661	0.3968699256689595	0.5877948089600796	0.3444398645100618	0.5269810456457102	0.5184408418120549
17	0.6069177015776495	0.8898868040321595	0.3231544440381297	0.10849842447257715	0.9062605996430674	0.2825828921213637	0.6455504129671487	0.34224608066580137	0.5110710405476148	0.5233294651420919
21	0.7211037937674275	0.3141890529260205	0.11227970097240751	0.3343986972458947	0.392017084712542	0.39680441127502414	0.0641540938859563	0.49299799004723893	0.7614924544996696	0.09130385316633746
23	0.021846670028809995	0.32972172446150555	0.14005593612243203	0.46926132145721683	0.4759773826071356	0.5386023932043479	0.7082249655183772	0.09178645588531961	0.7173454736409814	0.5516110253751698
