GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0
0	0.9405338827742606	0.40487412482147594	0.19250244570676542	0.9579129913206079	0.9832029710192134	0.7964910697541154	0.19169510244870414	0.04010045364296383	0.8540607186984092	0.6870966973310956
17	0.11669841564691463	0.21907765557139802	0.8869940696104173	5.608208251975296E-4	0.11179353949917568	0.25403857542274333	0.09204245680733422	0.02276322553652029	0.08122318805446065	0.009572011934946898
1	0.14209368712574572	0.5009799731917018	0.754294738638507	0.05624704403392072	0.25526925371421527	0.15029335411325576	0.37747086572480065	0.9926341060230127	0.2966547173052789	0.02163141956130199
12	0.2915822637688264	0.28077729170934684	0.022241090749981016	0.9920501228884515	0.0620995436358051	0.26774737263073756	0.07530715390889417	0.08798232294744524	0.4376378988401136	0.9942190708882388
2	0.9877747091333663	0.26507331759679015	0.34781346711802247	0.6579187654568381	0.38350930591636573	0.644300965035323	0.9095299971671905	0.875792536298561	0.39534944162770586	0.26266095020833263
20	0.024095444611395313	0.22666250460543014	0.20234223328919332	0.00875676626814301	0.005581056650787851	0.09883478059556941	0.01217340949702267	0.05078722131435001	0.030436492050990156	0.36742982853791595
3	0.7966873780863474	0.7927432149687387	0.457748977762677	0.17415040821227104	0.023667682073661465	0.9959299492669951	0.3460219756824743	0.8036922964307036	5.546229786095564E-4	0.46293862371539757
4	0.3868521134002545	0.6022662647677591	0.23806729669138801	0.9930081298843497	0.4438655034867147	0.06218559825471037	0.9714647434856063	0.6499996503803478	0.5528977960615878	0.6569633730159824
13	0.15481347451089622	0.17049412532393676	0.10028629722225856	0.02968176598031501	0.010844813172637895	0.1978562219339744	0.00725295648513159	0.20866936218991566	0.04221868301767831	0.05547422432451937
5	0.2725602883108087	0.4370398507775672	0.3492475796668312	0.8152320267896184	0.4279945382169037	0.18994263436034067	0.993698297966906	0.8585246715474193	0.8103911844591487	0.864441678060968
8	0.922989203773208	0.6547341902957514	0.8424115429341562	0.07949999170238821	0.7499698869576197	0.9735677369542709	0.0023349440445491116	0.07161945306310613	0.0960708325154456	0.04652376045651134
16	0.6627888800417975	0.4233324074287542	0.7544379226297341	0.006458646316130948	0.16215145194626207	0.9479924546780115	0.001338228316960505	0.00756346261718281	0.0031401687846094144	8.15422734193969E-4
6	0.5021827846307114	0.5522071874192787	0.8598727904370213	0.14751007527889445	0.8178048806541827	0.5785429635785297	0.7887744304269598	0.18145146103077125	0.4119024124945382	0.14228955352889752
7	0.5275362218187576	0.7244839746567422	0.8738387359182969	0.6817556276502638	0.17020710621034685	0.8061593903757864	0.2860479517555702	0.691337283128996	0.991622570841404	0.22382435522748112
15	0.37139861965385174	0.19964944045972874	0.08953176276850525	0.1852250274085272	0.9647905471099533	0.14796328739947942	0.7612793572815518	0.12158440125052317	0.0023930266629623494	0.8698677648541886
21	0.3947819605584661	0.06736236272870076	0.4649180379982457	0.6004500417437648	0.007762349754627556	0.2360986011929381	0.1754525530160637	0.601016442381375	0.9772066972639749	0.26628980786760753
9	0.788998817508759	0.9147850117501136	0.955086393325621	0.2196314598570432	0.3442443434151876	0.8514860846812622	0.1759015630654197	0.2533205695613214	0.1281057382845706	0.031973790586500246
10	0.014543534826743929	0.20217827736460953	0.5251354573381738	0.674134447506952	0.955669402904965	0.30333739038386376	0.9945585974215496	0.38797157244222846	0.9013006439795688	0.7059463951193772
11	0.3769245771913156	0.8557916519725024	0.490620672262403	0.26697478058678087	0.8689227118949797	0.516092327367947	0.35190468811143016	0.340759997974279	0.15156387392530077	0.12280859025110252
18	0.9413274171531661	0.9215300534493438	0.9860383030179788	0.9989811325733267	0.9999038658933638	0.8959932354047383	0.9999564736557005	0.8623945664524173	0.9976651284231995	0.9960555149397786
14	0.10067855097449428	0.9578209260690227	0.1622860904705277	0.9521104113291352	0.23498941270869084	0.22148479291161985	0.17616355121168575	0.96620375881	0.7118184119858928	0.16867586762042405
23	0.8733139567931804	0.0751003676555142	0.1780924351231176	0.08250544661741153	0.2043271724870701	0.39999295527415796	0.42829081490273596	0.08930028863412746	0.3372674279612846	0.22954360183017802
19	0.12320951364008476	0.7268405924343927	0.07864678678207478	0.9999995	0.9934145815338884	0.02806222278003232	0.9999995	0.9999995	0.9999995	0.9999995
24	0.999931897983551	0.9072868600986584	0.9431270828088916	0.9999995	0.9999995	0.9939869545870641	0.9999995	0.9990697380613525	0.9997995937754964	0.8975866220148744
22	0.1791256782317242	0.248997972179091	0.9843560017673398	0.40091282811157497	0.9935951863315797	0.655094233185392	0.6377567823517961	0.22361338705477674	0.06568068662658633	0.9117520556383399
