GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0
0	1017.708221747451	546.3440386763762	240.50728918753424	1129.8112663140046	1205.3765276925044	962.9919960095118	267.89709225349515	50.02244644057558	1012.2371259128423	846.3731935988259	571.1895326431687	460.54771927115223	172.43684976292795	250.88564250560543	12.012953689861472	1152.0586072984913	819.7864673597487	579.4537013372783	156.01764643054364	162.10558299044993	786.5115884515062	420.5998151895317	502.4091752231711	667.5176775259392	386.9943707304835
9	3.6304145977923405	50.02064069279935	120.93314781366176	1.452034942327081	0.22170537100372928	5.990004086440805	119.42412068390809	127.99556711925393	2.721151765859027	8.47709660017728	38.2786429972779	60.53176192324423	126.36334813726877	120.75452457753777	128.0089039217546	0.8759139912240066	11.227695836721415	37.53693466424184	126.43325035723649	126.27154474311938	12.960811672670427	89.28020195712826	61.434123412765	30.341455348645276	85.66199683239286
1	366.79462492265975	1304.0582312493066	1739.6437070875336	186.117286321332	652.2881354947212	488.3901210401442	1177.556322359962	2768.5543169642683	931.5517110313913	51.53815381993163	2099.586341890995	760.6378231996321	717.9467101847795	1700.880896192482	1617.4294365675578	824.4029616801226	2735.367932523872	1561.602618661928	1179.5236203136624	1580.1246045382431	1671.1551205271232	1969.073555969352	637.6320079165037	1146.5954958981606	1375.6308540223063
16	408.50042678796694	130.398284219693	6.208322016127189	423.82241419338686	370.07313143967	382.00514510646707	10.422671496300936	0.036732019898298655	307.05481579262306	425.9496322109625	54.390443917996734	193.13975342942794	18.592069926380358	5.14955678388056	4.837024259685122	294.3943102072959	31.51570498848266	108.76540805623648	10.592496711601521	4.585255489907482	104.94163402068752	16.083341559358324	195.66946324021893	184.69007876151636	26.719505067165112
2	10790.587796503958	3296.8632201094024	4167.35046446631	6408.049086096781	4386.438838697455	7200.494108434113	9934.938643629714	9489.88915081868	4237.2637685317295	2891.743528068975	10184.073129455624	9870.539567218611	9003.383001899529	1197.022884389084	6419.08372676581	6603.125193163363	9510.92404662929	4994.520393982231	6506.567133807764	1040.7841372520825	10658.283064596328	7133.349773771937	5799.086588941945	8685.82694742986	10094.272672854517
22	86.98303486224748	130.30299967700233	120.87626621916053	974.503493480166	37.37466392773454	69.37545871983423	29.978453135491193	241.06851865691772	1312.0811385313189	2636.2845393452044	56.766364840406474	31.07990166889257	74.75574955244474	475.3742220929354	199.04150286724172	973.1875709179078	55.645490485175685	954.0887166463656	166.61941099886133	129.69655005165848	7.241847385674487	633.0453807139432	262.3076198034568	16.82072285902043	123.30590944408499
3	3997.722606575151	3873.6837506159227	2303.1959035069785	884.6861667834428	118.08149533580934	4793.153321275209	1760.4527064813465	4133.559006389345	2.9019583767009696	2051.0858924086206	718.9105992505723	2144.8645664003957	264.94821614970436	702.0437571820776	4132.607653785073	2920.400362853397	3394.2713785802425	2002.2449375163478	577.8604763734879	3871.2403710843864	1212.0599041252678	4752.254444473458	2490.581260457768	4750.431569116735	3930.0186851954295
12	377.2534287469794	257.40484018526297	2490.655859697956	4347.557502047826	4391.767608425849	4.404332796064257	3779.3712005999655	140.86433989098123	4391.767608425849	3358.178082440422	4380.2762645987295	3006.5831722411294	4391.665025379676	4381.229998031303	303.5033774264664	1255.8994116111912	696.2119937074629	3615.3635392110814	4387.733813015351	350.8240498837003	4259.977799700105	14.360841908438516	2373.354113168909	15.667087255756787	285.26618049395694
4	270.2950423494187	516.2461611239542	214.8691565407167	791.3562823600582	382.74194318339823	45.041951526456685	780.0494361149053	539.1764890882216	380.79507472416793	518.0256254093557	776.8439131082363	268.53347116750484	75.45319276662619	535.585198906643	728.7352166219904	743.4390377848898	62.87994607069315	320.32416650697223	749.5382360471721	629.4537244935846	774.254905843142	248.62918067952018	772.8556552091118	308.40504854729505	6.070450560060666
10	2394.912646921352	393.6558895948846	2794.62631849161	2.726909505712249	1097.9709012474382	3055.750995346633	7.749647225360468	350.1352768332342	1240.6036836240698	437.02439322291804	11.016034305713989	1980.28694275716	3049.3775587896794	438.8000370610808	38.42026323778217	29.046558653204695	3051.2512858546174	1546.454568763391	24.30710115309908	153.79917280373883	10.34891001989897	2141.665852447884	13.817376860639781	1793.078337059627	3056.5733255679174
