GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0
0	0.8484033809914465	0.18461974712529192	0.03752236763261734	0.22425575669003606	0.6429589363715238	0.9544827002236023	0.8698152065332359	0.3747844496759428	0.5502358108655615	0.2665403573837453
2	0.10833150826539745	0.9027214195599258	0.9965855133935511	0.9357854132642853	0.24067331885715051	0.031841630661533435	0.051087183775783626	0.6661108361594099	0.2451948185905132	0.7093782269904911
6	0.0030482172957598586	0.9630815840809852	0.2788693335508443	0.2857301614288267	0.11274072978841003	0.006600074933065142	0.003526532477637396	0.7081278638179693	0.1194442739244945	0.7550459488877332
1	0.11008534468305149	0.020507313316162987	0.8905933274216524	0.58145946630689	0.9537652791836477	0.3060231466256864	0.23772291372048013	0.06836947502631494	0.409074293268033	0.18523851552345066
14	0.34116292946731525	0.9586344221403218	0.01272767536880807	0.031669435638155316	0.2419254115959617	0.38088795805415315	0.5916068390879569	0.9883684970221249	0.4028307929568648	0.14478860180289801
3	0.9847487707681396	0.06530558198515256	0.0015377856658204663	0.05095013691019203	0.9284840434296614	0.9992513726385814	0.9956810937064416	0.30809117195062086	0.8808101815559535	0.1694574068238883
9	0.005387397853677467	0.9964306665063934	0.9999995	0.9973645402296523	0.08664204061603854	3.2346495113013465E-4	0.00294442627791495	0.8676712319076142	0.06867259087337811	0.9474748500834971
16	0.9446270080816502	0.005530431259663201	0.04708514676115275	0.051577030736202935	0.9624474223682561	0.9992982362211865	0.9971016636371047	0.07574643476609487	0.8436109448130943	0.017649436503885833
4	0.9900810096523519	0.3082164257204929	0.7672773318375953	0.7837646193078578	0.39059614586474534	0.8489835748127378	0.8990802916242935	0.05168440667668688	0.5144563806322944	0.4218427004059281
19	0.001635271888981666	0.8123387267347109	0.10062105880225926	0.06543488088200111	0.738353849283177	0.05603893520049527	0.010518718768214447	0.999616428970493	0.37429560872467504	0.5498483363159673
5	0.7852777298989699	0.16737316950517717	0.6058330194730654	0.7483709035005601	0.799689695711266	0.9718670116248489	0.4558533313885001	0.5404987224222977	0.417547499189337	0.19153711787827543
18	0.12085501623280662	0.980971337779392	0.12465368330945696	0.1290254032983589	0.07047912243482046	0.00906065698528102	0.5054973977051791	0.38931159631775064	0.5486673820836482	0.974142219586754
7	0.4383086556773077	0.11626920698377799	0.7979453800783212	0.47126780781422956	0.2456035040761657	0.01669453498430036	0.9252782360183999	0.9708466733719692	0.3350926510068932	0.5555105252011937
13	0.8898966650911722	0.9990264039656638	0.09394695697464746	0.5752745748066004	0.9712085213685732	0.9999995	0.02804687927869284	0.0070754192776022184	0.8421494735912102	0.5875811897372798
8	0.2852608574518566	0.33935024414659637	0.38416115287850855	0.10008533639798403	0.16237724377863733	0.0898877985924119	0.1352784823200377	0.058534797490349434	0.28082669140125893	0.10118709998677752
10	0.649999976288869	0.20884261172952823	0.8905047818142547	0.8668733148613991	0.09930127632775537	0.5247881153487087	0.2898042812007284	0.02399323369869374	0.32406012000091444	0.7189384278862992
22	0.26143476312989916	0.8894342341084768	0.05073654594820322	0.0723336251396938	0.9711585194918906	0.36989175604619756	0.71677014674264	0.9973110277605965	0.4837201706344669	0.1795068872625745
11	0.5280566052283286	0.823655309657498	0.9699572552427368	0.8574056777652174	0.715872510398253	0.28190201298145534	0.1736795201455522	0.3384560318883678	0.5650810584419658	0.9042425164295153
12	0.7822281365683446	0.946887562891101	0.9876908928631957	0.938337942973327	0.9298119248982872	0.3169080119576225	0.17364704367949327	0.5617623972697662	0.7523351748728505	0.9016697140011316
15	0.8065924987578885	0.7681203197660136	0.0954870910013318	0.6377322826482796	0.31730853406466164	0.31606500554885353	0.7233367482584993	0.1267531312928601	0.2139071414476174	0.5821167210326215
23	0.18757170009120347	0.21367972345184977	0.9753603800605323	0.27564893688176356	0.7288740985323494	0.6776438961247847	0.1030559965615624	0.91799626901473	0.7884755520895201	0.3448532908476129
17	0.01565010549321038	0.9917233952055108	0.8516162729741581	0.4133075520465181	0.8167539632971924	0.5931463523891276	0.7400143791408078	0.5798481900406226	0.2125606429642003	0.19017455548724307
21	0.9999995	0.0017203161783440719	0.04718247992058279	0.5346830280510456	0.06303125969571526	0.16950595081122655	0.13430632069033055	0.17382673480868333	0.9614020645219797	0.9841823836564978
20	0.2886901078846292	0.022988390093832682	0.29570665646700134	0.8935153217018322	0.9706681978175036	0.5995116822353302	0.7562305468601225	0.06972048410268428	0.5581889633142715	0.24991371532356546
24	0.11027575475200509	1.2452456016388481E-5	0.1734624268819308	0.9060615785049861	0.9854752852071599	0.6461979729581228	0.9652155481787452	7.909404706209526E-4	0.6401540983450333	0.08655483434966418
