GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0
0	1249.197784868679	293.00698676496773	52.82838743008085	368.41567392359747	998.7318407422241	1443.1594432434886	1368.5536407981833	646.4809758007768	879.4728532959716	436.79108058447594	293.0983681035939	1205.5959962549705	994.7541306978252	278.50840899710676	828.8240591013795	740.4894598244587	1199.6623529888946	323.08817067809736	4.802933589806921	365.05075719991913	1189.6530925539564	531.9071700815372	37.783947586871484	314.09509967829763	1109.0160184868419
21	6361.100954039954	24674.61189720202	6174.408429081874	13665.407458088808	8471.050904228685	5276.6559272249315	1008.7427983269704	1497.286211572847	8730.02809528364	10469.054579918407	4481.319513933142	5443.512886612262	8322.801013959222	24191.274613587288	11658.28380593305	15764.78616083706	5928.799654604008	4684.147965766523	22817.322551947495	3081.849751336863	5521.013582916265	10913.084283059005	14824.609078679863	2879.420079883158	9759.408489123074
22	437.818957247639	8019.957721817224	8408.082557090436	7710.551030003263	1034.6417327760173	125.92816632883145	197.1457486012239	4079.878862394879	1584.2840290656002	6437.040049879697	8109.68524040738	436.5826166399691	1679.4774188170404	7885.436368449755	2317.2881393817547	3226.759304455945	833.4509555641329	7592.655860904348	8409.343198142557	7211.229076647522	749.6084573281296	5051.417500746832	8408.806525607502	7974.671615847612	950.8990219928509
1	162.54791338430218	29.606394231352006	1164.3325803176774	891.5307926403408	1283.1247144418658	393.988190427339	331.654196557147	107.07468285699855	568.3345546027545	229.42713509017008	1168.235259963294	288.94353760537473	68.87366602420134	1318.4815823117394	195.45906193350686	203.3693848920233	182.0256432939686	2.2827473360690056	391.8355005689804	615.9934464387726	112.68953246110105	1289.9071751794095	104.61721473670141	865.0164497420027	648.9875163006398
7	810.685397377796	811.7726131638511	65.12985444449558	227.28632480588018	13.217061977761972	775.7893810769967	776.5193092339974	811.4724839953016	567.8119128453352	806.3024296344348	80.0686904595232	799.7925139284847	811.7380923160164	5.516220927878939	807.2554073359662	809.0369975365733	809.3923297182687	811.7726131638511	757.5775085589073	496.7865852245271	811.5791347461924	12.152588219901606	811.6137515340299	288.6768764631434	540.2286665579522
2	547.5609325523656	180.57797695380862	430.5457380731468	380.3950346513025	233.4784795003051	425.6877289003196	524.5572292204473	35.126875727758	301.14636221141564	180.85554374807322	493.5762378719323	151.55073640052822	283.5792592871424	215.67105176775874	537.4130448130975	59.85187474323368	191.86625999903524	449.9510364805482	429.1480825539911	548.9490895808206	385.9322949108573	67.08318627334982	426.58735031738456	443.1863113525861	445.68778567697143
16	20.598067243649073	276.5321376933396	12.648231071247372	35.96081789238102	270.4300285195685	281.2350767592887	145.20632287943025	2622.3816118774525	255.80970004559026	318.97055798902613	12.209840259461744	2795.992563237631	739.5917507471639	1981.1421255382793	40.33828703898622	2079.2329375107997	2080.616933432897	13.80117433657912	60.34938439586099	33.79736470970354	250.77341765671562	3393.6948328979274	249.75038038619326	9.32587934220831	280.45179873548534
3	5497.5417882755555	1402.6868215526308	5437.374677277306	5761.666614898018	5399.8331139582815	6927.235041608542	3490.6495322971655	3820.503675117149	2968.6748923057476	1559.877573000353	4426.922558284956	1819.5844569843161	176.22400966278894	4287.934287222158	4274.687395990245	2939.9321376861967	6481.919787394092	6412.661708593854	2526.5412524637045	6573.556930119359	1938.6077534662245	627.1622253506202	6304.783715594123	3944.807283371718	6803.773195535088
12	130.4093197250764	1150.6090810616604	185.26224883000168	138.53855295031008	220.80947743674884	20.229128874749446	593.9079751733078	501.64836052730874	938.1752588539182	1145.5193888216963	363.723706444833	1120.4130835483695	1161.5923104079332	354.95167905227515	399.95887993411384	837.013241662927	49.8370508285548	29.480946786644108	958.558314901648	49.531070751878524	1102.1253998341576	1161.1093915614858	57.95950255767268	517.884658034764	26.11889801101777
4	154.27644115006768	56.03863594666556	377.71886765059696	266.92179897959073	136.25235194388378	9.409740212326865	380.8475666908421	475.75307837820407	177.31470081585533	285.389426378895	415.4313043552502	180.307396328424	210.99613370357548	63.69273412425426	193.96951607026452	148.28376547763173	200.48116307808598	391.59595440069916	174.9698559803614	449.62371038735654	224.8143583545745	290.8829460990019	273.7300218349148	468.05518630851276	39.09110917300159
15	121.39889955502065	351.6427004845369	7.318308625222241	26.72661619871834	64.8240781783762	235.39405688639442	78.98421099666616	30.796229312110125	81.62176635705944	31.031722885019878	28.626785769741716	2521.3235333223306	264.76050784439093	253.1017367985024	316.818392369494	2240.372817206743	143.331915692269	312.88021236176337	1402.05940537502	45.89658647267434	1458.6682218812177	120.62782058392092	1205.718194346949	9.713775197727525	468.3548507434417
23	5076.664967713994	6711.078899138221	886.2883616136729	328.67466308565116	711.5181203141296	3577.741966145422	115.73599299224249	382.96558635810845	1455.364847223436	1932.6206504762988	605.7531299833605	4777.062197180534	3432.1100478359276	6697.346436237931	3956.9407357667847	4035.731537982614	4963.439879702565	72.26747141504573	1175.3950328240533	60.09792753316111	883.7443540189341	613.4927713863011	423.79093863463305	328.2023064712981	6519.220084906577
5	2989.871496359579	3628.8437983431427	3699.440656765214	814.1960750982588	1762.0496659839275	880.6389944316576	1303.7111372981042	627.7805066415686	2648.0071788976375	1078.3159786223168	5522.250862837835	8238.780588476684	3235.1205861310928	6489.098491768144	3708.3867355826183	6633.771400166067	1860.559031683935	7102.354426880537	8611.349128420354	2785.244110726249	6025.627635527151	4321.747759852208	7935.354430709194	3383.392488726457	3056.4990560195756
11	2782.584195844077	2129.586496230766	1863.4810724643428	3270.0751295671007	3165.7245178273756	3267.9208724421733	3243.2646898803036	3274.4079693901426	2840.764833191226	3262.3748993201098	596.2332928167255	98.16939741011791	2287.9500736355635	442.01424546662895	2055.3096187249043	298.90218915411884	3176.9009527049266	255.56596645858423	96.88430502884718	2290.7997612674017	539.4461637654503	1377.938086020763	124.47855337384269	1985.8464056609992	2407.3282919148046
14	937.6611395924521	737.1504951987381	679.6753984454625	1017.3745037729212	985.340745507923	1016.2605728884481	1005.5161309391402	1019.3662397564847	855.3818135853236	1013.9865596102957	276.95981014743535	62.69553918086369	829.9948599253935	225.67818228798453	759.182936014069	166.276905954167	981.7320651550609	128.69629606682514	63.16794648712313	906.9600918011424	254.7960140942253	546.0546458206105	90.61146364648823	663.3985800131111	861.4675874260819
20	619.2750887044974	62.284667271258414	359.29118826330324	105.25265659895695	49.073122414375725	60.626348964559234	18.32682212543123	81.47514007406859	918.039603958702	173.63361092652076	4551.674420436198	972.8123331586495	459.7583796548978	1320.467363992948	126.00291249904112	5068.480596890796	643.7607025292531	5554.882307384163	2525.7681535219594	430.20928937669896	2380.621360385555	76.71912089730019	4646.948266863432	401.81140713674137	508.05683103079707
6	551.6242420153603	213.49644939663713	960.3505943452783	818.5997083202585	124.56557926118451	524.307548645179	425.4272561205644	28.181497081795378	350.1084523157724	778.8099017442013	342.359683399398	42.18042295548463	198.22056003566877	883.2813047545915	809.8667625707401	312.5476115270309	169.20860359497993	195.70726955996793	903.9668911878883	153.88152812512703	254.66283498881674	407.83518430477056	726.8508278871204	859.7924677036804	193.4980414176417
18	172.09617269020217	24.560507602004623	286.5129331683063	259.3611258767219	6.574034116407409	152.93693078136462	92.83300265443383	0.2002370825823694	85.28819010978054	237.67115895875972	75.21986508400089	0.49436808479031785	29.613725566990475	247.63874260261827	233.29506646791782	63.15507544616851	16.33822558757904	25.50737315205969	257.0511522444446	15.522011109247634	37.46755535455204	99.12309166669547	235.40402934609688	251.77184128667847	22.22381775083728
9	7.506962716583322	0.002893774677090393	13612.269614971758	13169.953229516876	13613.654335657595	244.69556205754628	230.63098985930597	2.3600525592154824	3787.898027705055	33.053251984802586	13608.074833302955	77.0609370388741	0.21843854281568773	13613.654335657595	29.146900431530096	21.015492621902286	17.548042665604637	0.002706153584096829	278.6075588881778	6561.189201276808	1.1715033392129814	13613.654335657595	0.9880837604272343	12292.86918823281	3994.268334267019
13	1075.8811555527	2844.218266100618	285.43904479165974	76.70265015003862	4.969957074173897	489.75121611051867	476.88793065831874	452.4651314982125	693.1098819792383	463.4712421611501	856.1763075001277	12622.242055669743	1909.9807603199527	757.8081230295005	2730.8935177713897	12685.124961374664	528.0202848814067	12706.794217168477	12457.368757526618	1307.1072608417612	12641.043562138359	528.0096308282209	12707.141828320808	827.5336881631359	1705.892391393021
8	4205.148181410389	5916.295361938571	6615.64648675761	5863.448683271479	5346.573452670512	2048.520252025863	1214.1217133550256	2302.187958590856	4319.556993243551	5540.256417865641	5369.409625120149	1918.9945521649713	2818.2854878569515	1951.2633238769688	3746.226766213995	2932.028658214223	1966.3668774120724	6033.390093095189	4112.480080005751	4047.1777952938446	3310.9188583811747	944.5923309806075	3068.9737870100726	6196.225808086322	1867.303929099252
