GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0
0	1793.154159815084	420.5952840588154	75.83222114545357	528.8402735253202	1433.6241838236685	2071.575366426481	1964.4828734509156	927.9875973526018	1262.4345195247818	626.989378789617
21	726.8455163554463	2819.422479673382	705.5132618159746	1561.4655720522533	967.9370620029152	602.9323744057248	115.26309445759493	171.08607101910172	997.5288593217534	1196.2371666277986
22	30.414766857747065	557.1370089854065	584.099583769164	535.6428908345891	71.87534153729878	8.748081270379126	13.695482759351354	283.4243751976314	110.05834394061581	447.17358426381236
1	2075.9312743050064	378.10906596480766	14869.919686136907	11385.91456460215	16387.037323856475	5031.700433343958	4235.620775147834	1367.471770022732	7258.312036148252	2930.058928421034
7	1951.9931118478787	1954.6109432931426	156.82165691219924	547.2669692501473	31.82444635478579	1867.9694157625431	1869.7269591193344	1953.8882830952798	1367.1949023435309	1941.439667969198
2	3120.8375074495175	1029.2087875405637	2453.9064205840004	2168.071206712344	1330.7165516910788	2426.2180733393884	2989.7273133130393	200.20652455920288	1716.3913759159288	1030.790786567276
16	100.04092307419542	1343.064375277826	61.43006995054092	174.65490203048375	1313.427583280666	1365.9056622662622	705.2396909494889	12736.412305183869	1242.4194086357504	1549.179769017022
3	512.1509173668862	130.67428499928914	506.5457501339992	536.7567825815089	503.04837861165265	645.3411211793098	325.18886240845757	355.91806981581294	276.56171212758454	145.31817324170916
12	22.681996641634278	200.12458747191886	32.222526078983044	24.095908171136386	38.405229290512835	3.5184374411856107	103.29797538028603	87.25132876046902	163.17612970798342	199.23934106056427
4	99.92398912013306	36.29591146191182	244.6464005795526	172.8837581314097	88.24988722672006	6.094636171216966	246.67284147050833	308.1426112331126	114.84574121027687	184.84513723483187
15	233.88674790495187	677.4737492868971	14.099430973360924	51.491416875561974	124.88987039133126	453.5094687275946	152.1707388910577	59.33192103014171	157.2522449666714	59.78562222613498
23	3642.3341259600297	4814.9704287751065	635.8816990045167	235.81287110903284	510.49000620304315	2566.907948435836	83.03663124481065	274.76475858294515	1044.1746860343853	1386.5894622813064
5	44.10988900474561	53.53671465659033	54.57823754239759	12.011920426818401	25.995704257535966	12.992159811860859	19.233787683012174	9.261711916722538	39.06632873257673	15.908509174052368
11	2538.762067499886	1942.9828661305366	1700.194756853129	2983.536925574105	2888.329968242537	2981.571433827054	2959.0757332078533	2987.4901031288837	2591.844664382495	2976.5114229886767
14	5428.580492314123	4267.7259717459	3934.9744308594863	5890.080276719083	5704.621129624153	5883.6311841696515	5821.426336913034	5901.611413768137	4952.225095654312	5870.46580533524
20	1047.06696060253	105.31057754686455	607.487592070157	177.96062081386162	82.97256917146045	102.50670194977013	30.986891432242263	137.75772485937688	1552.2163822876983	293.5787674450241
6	1104.8552829442217	427.6147820188439	1923.4985463373796	1639.5838751572708	249.49399942414897	1050.142326761684	852.0937182093273	56.44508264963414	701.2367181892909	1559.8883602497497
18	631.4677263713554	90.11919121457156	1051.2939808921094	951.6666054004166	24.12192154934456	561.1672499688304	340.62956893264356	0.73472438867736	312.94559694770743	872.0802097203037
9	1.5083494668091213	5.814366816572673E-4	2735.068814242027	2646.1956295267228	2735.3470416406453	49.1658789972041	46.33993050418034	0.47419764207305876	761.0899622286437	6.641281819270262
13	237.0076767076808	626.5576451627288	62.879849227377946	16.896956337192982	1.0948402371465866	107.88812249015139	105.05444761433534	99.6743079420669	152.68634642703122	102.09886264715459
8	2440.2932182560817	3433.2905348644176	3839.1315976407755	3402.62303255647	3102.6747155159405	1188.7785787378161	704.5680331397998	1335.9847073488434	2506.685895893321	3215.07104641025
10	1530.6465302147474	1356.9001479214905	210.99828179859747	1129.518644755364	553.0875378447788	660.413131673198	1683.9372296887268	224.89219119921066	551.7376851085685	1345.5528672682808
17	57.77864834272499	3184.7743013485942	2382.8615222713174	1615.357489299818	2895.5206863635512	2311.8799036310475	2508.1242616825625	2111.580104986952	665.7815322050318	643.8309751256235
19	4396.651892250427	321.1295607172262	4126.0684196319635	14113.473363930447	14402.080891238753	8317.004011848414	12535.408385616369	1310.2872842590698	9823.227240174516	4131.926965553058
24	3327.495503317307	3340.652684130652	3337.700659494077	3340.5927244735026	3340.652684130652	3340.652684130652	3340.652684130652	3340.652684130652	3256.175870333362	3340.369764044684
